,target,ids
930,성별,1368582172999782400
931,성별,1368803614588772354
932,성별,1368730536215146502
933,성별,1421457999755812870
934,성별,1421339788251041792
935,성별,1421357791634071555
936,성별,1421360497815740424
937,성별,1421400513073999872
938,성별,1421394476363247616
939,성별,1421392537491673091
940,성별,1421368732039843845
941,성별,1421384847033962497
942,성별,1421345230045933570
943,성별,1421359451882229762
944,성별,1421464343980298241
945,성별,1421333109933367303
946,성별,1421315909705105410
947,성별,1421321936726937600
948,성별,1421423549579857920
949,성별,1420691248382312450
950,성별,1421354039514525702
951,성별,1421354034565324801
952,성별,1421391085645881346
953,성별,1421313858837245957
954,성별,1421450167098626053
955,성별,1421371125615927298
956,성별,1421393033161891850
957,성별,1421352254586560513
958,성별,1421346640846147586
959,성별,1421450095086604290
960,성별,1421341739260866562
961,성별,1421365986431684614
962,성별,1421349763111215106
963,성별,1421352956155236352
964,성별,1420988977318793217
965,성별,1421388770289487874
966,성별,1421384848766246913
967,성별,1421397551874404354
968,성별,1421337144421875713
969,성별,1421355694683426817
970,성별,1421391252331786252
971,성별,1421353564719357954
972,성별,1421368764210114561
973,성별,1421337014230605825
974,성별,1421366718929141765
975,성별,1421363972322648064
976,성별,1421338898723078153
977,성별,1421374162468171777
978,성별,1421385534581006338
979,성별,1421324197528162308
980,성별,1421362850052726785
981,인종/국가,1372335246801207296
982,인종/국가,1372297391278157827
983,인종/국가,1372323185161478144
984,인종/국가,1381392032040554500
985,인종/국가,1381264035807567880
986,인종/국가,1381389041057193985
987,인종/국가,1381388875432517632
988,인종/국가,1381389667266785280
989,인종/국가,1381375747076460544
990,인종/국가,1381394665178591233
991,인종/국가,1381277500786012160
992,인종/국가,1381394739975479297
993,인종/국가,1381446368066084872
994,인종/국가,1381459534984716288
995,인종/국가,1381413403613224961
996,인종/국가,1381418267009409025
997,인종/국가,1381401661336264704
998,인종/국가,1381750525947899906
999,인종/국가,1381464835523633155
1000,인종/국가,1381453197999403010
1001,인종/국가,1381408906207850506
1002,인종/국가,1381439192366936064
1003,인종/국가,1381398897684217857
1004,인종/국가,1381447020657795076
1005,인종/국가,1381456148432351232
1006,인종/국가,1381402584506753026
1007,인종/국가,1381740326008721409
1008,인종/국가,1381447629834383366
1009,인종/국가,1381779130841145344
1010,인종/국가,1381780524918693888
1011,인종/국가,1405296887616327680
1012,인종/국가,1267725350261280769
1013,인종/국가,1267692189028474880
1014,인종/국가,1267599382716678147
1015,인종/국가,1267587392434663424
1016,인종/국가,1267826503221342208
1017,인종/국가,1291694130544820224
1018,인종/국가,1291924216439115776
1019,인종/국가,1267086297723629575
1020,인종/국가,1268433779212738560
1021,인종/국가,1267848401711804420
1022,인종/국가,1268426222104506369
1023,인종/국가,1268464825971036161
1024,인종/국가,1275702724357693447
1025,인종/국가,1268425636793577472
1026,인종/국가,1268441121555804161
1027,인종/국가,1267683644044267521
1028,인종/국가,1268434219597836288
1029,인종/국가,1291725760311382016
1030,인종/국가,1303609804909281282
1031,인종/국가,1268891716699865089
1032,인종/국가,1268426305034350592
1033,인종/국가,1266455266200969217
1034,인종/국가,1293032815198482432
1035,인종/국가,1268424587521388544
1036,인종/국가,1268432119866392576
1037,인종/국가,1267714924924432389
1038,인종/국가,1267064393805651973
1039,인종/국가,1291922991958220801
1040,인종/국가,1267931602929152001
1041,인종/국가,1268461243083264001
1042,인종/국가,1268767627939180544
1043,인종/국가,1292300121829339137
1044,인종/국가,1267567273436303361
1045,인종/국가,1268509994447589377
1046,인종/국가,1267710870315888651
1047,인종/국가,1267955746261528576
1048,인종/국가,1268436390506725376
1049,인종/국가,1268423185738764288
1050,인종/국가,1267764772952354816
1051,인종/국가,1267725708639432706
1052,인종/국가,1267772639193362433
1053,인종/국가,1275723975952343046
1054,인종/국가,1267738872667992064
1055,인종/국가,1268424758376271872
1056,인종/국가,1268429418659119104
1057,인종/국가,1292229084987027456
1058,인종/국가,1267739957994520576
1059,인종/국가,1268433463494860800
1060,인종/국가,1268192355510710276
1061,인종/국가,1267728033726656513
1062,인종/국가,1291923030722002944
1063,인종/국가,1268180884563218434
1064,인종/국가,1291976481548038144
1065,인종/국가,1291712856191205376
1066,인종/국가,1291703956050022405
1067,인종/국가,1291761904285675521
1068,인종/국가,1291936949385564166
1069,인종/국가,1291705363532615680
1070,인종/국가,1268541926694948871
1071,인종/국가,1268550892661374977
1072,인종/국가,1269574378636763141
1073,인종/국가,1293058309398786048
1074,인종/국가,1268550670258450432
1075,인종/국가,1268248848083767296
1076,성정체성/성적지향,1376936152075182080
1077,성정체성/성적지향,1367102311655383041
1078,성정체성/성적지향,1367083192738480129
1079,성정체성/성적지향,1367084862952271875
1080,성정체성/성적지향,1367098804168663040
1081,성정체성/성적지향,1367098893809246217
1082,성정체성/성적지향,1367248923044110337
1083,성정체성/성적지향,1373326242045259781
1084,성정체성/성적지향,1367104325982412804
1085,성정체성/성적지향,1367119382397161474
1086,성정체성/성적지향,1367278724039598083
1087,성정체성/성적지향,1367086980136230912
1088,성정체성/성적지향,1367102900107943940
1089,성정체성/성적지향,1367158804966645766
1090,성정체성/성적지향,1367083239932784640
1091,성정체성/성적지향,1367126890213859339
1092,성정체성/성적지향,1367082872624963587
1093,성정체성/성적지향,1367084514523062277
1094,성정체성/성적지향,1367108011966164993
1095,성정체성/성적지향,1367472176194973698
1096,성정체성/성적지향,1367111218129817605
1097,성정체성/성적지향,1367089322919227395
1098,성정체성/성적지향,1367105576212176899
1099,성정체성/성적지향,1367142145761546241
1100,성정체성/성적지향,1367086282363465734
1101,성정체성/성적지향,1367089070782906370
1102,성정체성/성적지향,1367105230492430344
1103,성별,1368920667429556225
1104,성별,1368774986752618499
1105,성별,1368824101167529986
1106,성별,1368786877059231746
1107,성별,1368759162872602632
1108,성별,1368694464634441733
1109,성별,1368654096404684800
1110,성별,1368948283586998272
1111,성별,1368927050480820226
1112,성별,1368791215521460224
1113,성별,1368704108677398528
1114,성별,1368904427449446408
1115,성별,1368743402724990978
1116,성별,1368585360993787906
1117,성별,1368763325740240896
1118,성별,1368736835229261824
1119,성별,1368586562389172231
1120,성별,1368736879852412929
1121,성별,1368787751647154177
1122,성별,1368925656323530763
1123,성별,1368755007743356929
1124,성별,1368749795725111302
1125,성별,1368819403551166466
1126,성별,1368752182216986625
1127,성별,1368773007787790343
1128,성별,1368949590490157060
1129,성별,1368773720051908613
1130,성별,1368801591478861829
1131,성별,1368591429769990145
1132,성별,1368792629371052034
1133,성별,1368742826423455744
1134,성별,1368588965024960516
1135,성별,1368751806755397633
1136,성별,1368935329441312771
1137,성별,1368814184377376769
1138,성별,1368749543962013702
1139,성별,1368591150358011911
1140,성별,1368584677951377411
1141,성별,1368587020319158272
1142,성별,1368871267064029186
1143,성별,1368855653448491008
1144,성별,1368587098572263424
1145,성별,1368696961239412742
1146,성별,1368850503191257091
1147,성별,1368719609960882176
1148,성별,1368771330791796738
1149,성별,1368728139954671618
1150,성별,1368940666366038019
1151,성별,1368610712499539972
1152,성별,1368812887259508736
1153,성별,1368803318189879296
1154,성별,1368723695020036098
1155,성별,1368582759392833540
1156,성별,1368712031994400768
1157,성별,1421351974331568128
1158,성별,1421376212006412289
1159,성별,1421337483480952832
1160,성별,1421346994597994498
1161,성별,1421364140006789130
1162,성별,1421390802731749377
1163,성별,1421336786626744332
1164,성별,1421357955404865538
1165,성별,1421350276246605824
1166,성별,1421388991736082438
1167,성별,1421462550495956992
1168,성별,1421407729365569539
1169,성별,1421365956677304323
1170,성별,1421417046311542792
1171,성별,1421351161806811139
1172,성별,1421314472401018883
1173,성별,1421358263652831232
1174,성별,1421393866666561536
1175,성별,1421433834889940995
1176,성별,1421354348760637443
1177,성별,1421408661977452548
1178,성별,1421455615105196033
1179,성별,1421319450456858630
1180,성별,1421652905946337285
1181,성별,1421367809804685313
1182,성별,1421384637423652864
1183,성별,1421359380314787845
1184,성별,1421351110409789441
1185,성별,1421393218638278656
1186,성별,1421350440436789256
1187,성별,1421393899981971458
1188,성별,1421332992723611649
1189,성별,1421341966231511044
1190,성별,1421650204269236227
1191,성별,1421395795467653121
1192,성별,1421774701529948163
1193,성별,1421381002262286336
1194,성별,1421385583369199622
1195,성별,1421321646963531779
1196,성별,1421380164080918534
1197,성별,1421321854468255747
1198,성별,1421344507950342147
1199,성별,1421314966041161730
1200,성별,1421351595753689093
1201,성별,1421372154113773569
1202,성별,1421399344503087107
1203,성별,1421381528043462659
1204,성별,1421335321703190530
1205,성별,1421391416559759366
1206,성별,1421421518047768577
1207,성별,1421391801726898182
1208,성별,1421360345566703626
1209,성별,1421351667778277380
1210,성별,1421334331646124032
1211,성별,1421342478611873793
1212,성별,1421316402397335555
1213,성별,1421341619958124546
1214,성별,1421344408247562242
1215,성별,1421355897280860168
1216,성별,1421406547956043777
1217,성별,1421337780907433995
1218,성별,1421336815605141509
1219,성별,1421390763942768640
1220,성별,1421360262695718915
1221,성별,1421346873168719873
1222,성별,1421362479225995264
1223,성별,1421345414452682753
1224,성별,1421362014970998784
1225,성별,1421489660983869447
1226,성별,1421398405339774979
1227,성별,1421352098168328192
1228,성별,1421352079835103235
1229,성별,1421337208879915009
1230,성별,1421381716271276049
1231,성별,1421418090823241731
1232,성별,1421311810062340096
1233,성별,1421627520378564610
1234,성별,1421368977788346369
1235,인종/국가,1372290679854960640
1236,인종/국가,1372320616330629121
1237,인종/국가,1372692484619264000
1238,인종/국가,1376061152782741506
1239,인종/국가,1376842594815070215
1240,인종/국가,1381386732579381248
1241,인종/국가,1381368529778208768
1242,인종/국가,1381392548397162496
1243,인종/국가,1381395543197290496
1244,인종/국가,1381434424105988096
1245,인종/국가,1381407999831330818
1246,인종/국가,1381462869456211970
1247,인종/국가,1381482275460706306
1248,인종/국가,1381438448469307393
1249,인종/국가,1381408053434650624
1250,인종/국가,1381421599220359168
1251,인종/국가,1381468724834660353
1252,인종/국가,1381411478335459333
1253,인종/국가,1381512386968887296
1254,인종/국가,1381523008297201666
1255,인종/국가,1381445965194784778
1256,인종/국가,1381420989586624512
1257,인종/국가,1381468482231922689
1258,인종/국가,1381406090064064515
1259,인종/국가,1381434807083667456
1260,인종/국가,1381414459235655680
1261,인종/국가,1381488367993417729
1262,인종/국가,1381409448644636673
1263,인종/국가,1381733433601224705
1264,인종/국가,1381415608714072065
1265,인종/국가,1381412698362109956
1266,인종/국가,1381410168924033025
1267,인종/국가,1381494093960736770
1268,인종/국가,1381429924842496001
1269,인종/국가,1381504401232207872
1270,인종/국가,1381446312416043010
1271,인종/국가,1381411141088280576
1272,인종/국가,1381411678437318658
1273,인종/국가,1381433365245485058
1274,인종/국가,1381420378770132992
1275,인종/국가,1381412124560252928
1276,인종/국가,1381451866660212741
1277,인종/국가,1381474001894055938
1278,인종/국가,1381822869965967361
1279,인종/국가,1382485374241443841
1280,인종/국가,1405276869985898496
1281,인종/국가,1405288412786040833
1282,인종/국가,1405143150163730439
1283,인종/국가,1405882516272128007
1284,인종/국가,1267599267394281472
1285,인종/국가,1267693469629214720
1286,인종/국가,1267684656071053313
1287,인종/국가,1267604629447008256
1288,인종/국가,1267599350043037696
1289,인종/국가,1267597619204771840
1290,인종/국가,1267593263176810496
1291,인종/국가,1267698531663376384
1292,인종/국가,1267571821001338880
1293,인종/국가,1267565387081629698
1294,인종/국가,1267781149167726597
1295,인종/국가,1267573035176886273
1296,인종/국가,1267681476361027586
1297,인종/국가,1268197303497576448
1298,인종/국가,1267603362033221632
1299,인종/국가,1267766019159764993
1300,인종/국가,1291977094243573760
1301,인종/국가,1267873801166942210
1302,인종/국가,1265907898376306694
1303,인종/국가,1292492107228180482
1304,인종/국가,1265964246820478979
1305,인종/국가,1268289809249959937
1306,인종/국가,1268445166404284419
1307,인종/국가,1268436483750256641
1308,인종/국가,1268434593494917120
1309,인종/국가,1268214283118100480
1310,인종/국가,1268437426013257728
1311,인종/국가,1266755595924762624
1312,인종/국가,1268425908781645824
1313,인종/국가,1266969310875906050
1314,인종/국가,1292038163943194625
1315,인종/국가,1268432808684384258
1316,인종/국가,1292606740719181824
1317,인종/국가,1291914083931844611
1318,인종/국가,1268457748020310018
1319,인종/국가,1265992717529645058
1320,인종/국가,1268437004515082240
1321,인종/국가,1292467776985038853
1322,인종/국가,1267731395264122880
1323,인종/국가,1268433702758920192
1324,인종/국가,1291948583072063490
1325,인종/국가,1267352822271574018
1326,인종/국가,1274358059985330177
1327,인종/국가,1268438450962915328
1328,인종/국가,1293337315289391104
1329,인종/국가,1267700067583971328
1330,인종/국가,1292020071879991296
1331,인종/국가,1268431367525683201
1332,인종/국가,1270226960342347777
1333,인종/국가,1267727381646606336
1334,인종/국가,1267813965792337920
1335,인종/국가,1267876960329445377
1336,인종/국가,1267569967207075840
1337,인종/국가,1267962742675132416
1338,인종/국가,1268488933366575104
1339,인종/국가,1268463225705652229
1340,인종/국가,1267278215304732672
1341,인종/국가,1268428725177118720
1342,인종/국가,1267813497435353089
1343,인종/국가,1291917107156852736
1344,인종/국가,1272005654782242818
1345,인종/국가,1266807220601118720
1346,인종/국가,1267726955010392065
1347,인종/국가,1268429651136770058
1348,인종/국가,1291955623773396997
1349,인종/국가,1268530388550311937
1350,인종/국가,1271075074217402369
1351,인종/국가,1267686673636184064
1352,인종/국가,1265993255361134592
1353,인종/국가,1267511086145773574
1354,인종/국가,1267731030066098177
1355,인종/국가,1267684340252602369
1356,인종/국가,1268427063028887552
1357,인종/국가,1267591081262104577
1358,인종/국가,1267562792317403137
1359,인종/국가,1265953569573793797
1360,인종/국가,1269931337755947008
1361,인종/국가,1268426587831037952
1362,인종/국가,1267739420041416706
1363,인종/국가,1268460620329828352
1364,인종/국가,1267731400314089472
1365,인종/국가,1268004088744042496
1366,인종/국가,1291931599810916353
1367,인종/국가,1293094077563457538
1368,인종/국가,1268430414395269130
1369,인종/국가,1267814073531396097
1370,인종/국가,1267583232607809542
1371,인종/국가,1291979283015983107
1372,인종/국가,1291961788422959114
1373,인종/국가,1291956465943502854
1374,인종/국가,1291969410941378560
1375,인종/국가,1292057555460435968
1376,인종/국가,1291701454026059776
1377,인종/국가,1291740560504442881
1378,인종/국가,1291750652192927748
1379,인종/국가,1291955620598317057
1380,인종/국가,1291734956721360897
1381,인종/국가,1291711806176550914
1382,인종/국가,1292408076696293376
1383,인종/국가,1291988337742376960
1384,인종/국가,1291958752413794305
1385,인종/국가,1291820872961908737
1386,인종/국가,1276704879201988610
1387,인종/국가,1267277318772281344
1388,인종/국가,1292019671378432001
1389,인종/국가,1277799238961750018
1390,인종/국가,1291959150251880448
1391,인종/국가,1291738309694087171
1392,인종/국가,1268440896577531910
1393,인종/국가,1291938254132977665
1394,성정체성/성적지향,1367094014093135876
1395,성정체성/성적지향,1367121728355229697
1396,성정체성/성적지향,1367276443550375937
1397,성정체성/성적지향,1367103921529917458
1398,성정체성/성적지향,1367116374435196928
1399,성정체성/성적지향,1376929486495653889
1400,성정체성/성적지향,1367089830195200009
1401,성정체성/성적지향,1367081529260711938
1402,성정체성/성적지향,1367291575517077505
1403,성정체성/성적지향,1367112106424766467
1404,성정체성/성적지향,1367094752307388420
1405,성정체성/성적지향,1367121992684511232
1406,성정체성/성적지향,1367272322810310660
1407,성정체성/성적지향,1367090570204651524
1408,성정체성/성적지향,1367389513631240192
1409,성정체성/성적지향,1367135015960649729
1410,성정체성/성적지향,1367088177396080646
1411,성정체성/성적지향,1367104987734573057
1412,성정체성/성적지향,1367133898434519041
1413,성정체성/성적지향,1367222021495480322
1414,성정체성/성적지향,1367374907428855813
1415,성정체성/성적지향,1367429637035466752
1416,성정체성/성적지향,1367086420079222785
1417,성정체성/성적지향,1367084860087492610
1418,성정체성/성적지향,1367185605579399170
1419,성정체성/성적지향,1367158885967044609
1420,성정체성/성적지향,1367106529539710977
1421,성정체성/성적지향,1367082439395270657
1422,성정체성/성적지향,1367100398033530885
1423,성정체성/성적지향,1367136138117320710
1424,성정체성/성적지향,1367100504258408454
1425,성정체성/성적지향,1367082322546188291
1426,성정체성/성적지향,1367125075191689222
1427,성정체성/성적지향,1367128630812286987
1428,성정체성/성적지향,1367129271207034885
1429,성정체성/성적지향,1367091442099777538
1430,성정체성/성적지향,1367092926505914370
1431,성정체성/성적지향,1367244334270050304
1432,성정체성/성적지향,1423691239552012292
1433,성정체성/성적지향,1367108599445512192
1434,성정체성/성적지향,1367089182879977477
1435,성정체성/성적지향,1367094594282811393
1436,성정체성/성적지향,1367134368825712640
1437,성정체성/성적지향,1367111767332065285
1438,성정체성/성적지향,1367102847314108417
1439,성정체성/성적지향,1367088398737891330
1440,성정체성/성적지향,1367175325843529734
1441,성정체성/성적지향,1367089522475814918
1442,성정체성/성적지향,1367091309094203394
1443,성별,1368599260866908160
1444,성별,1368924642195304451
1445,성별,1368591758334906371
1446,성별,1368582262904655876
1447,성별,1368597221671723013
1448,성별,1368853135720996868
1449,성별,1368634782070935552
1450,성별,1368588835664191489
1451,성별,1368954599688658946
1452,성별,1368798412678762496
1453,성별,1368781548846080000
1454,성별,1368732738061103104
1455,성별,1368884423312084992
1456,성별,1368765639855276036
1457,성별,1368748625711353856
1458,성별,1368749257071624193
1459,성별,1368706205292531713
1460,성별,1368755859593986048
1461,성별,1368779863469871109
1462,성별,1368742957591891969
1463,성별,1368905775339298819
1464,성별,1368622576856047617
1465,성별,1368807393409134596
1466,성별,1368603151499026433
1467,성별,1368897379634536450
1468,성별,1368592250976935937
1469,성별,1368934295583137792
1470,성별,1368736689615564802
1471,성별,1368738044451295233
1472,성별,1368738173606633473
1473,성별,1368778773919723525
1474,성별,1368803610230808576
1475,성별,1368819402095751173
1476,성별,1368584740450668546
1477,성별,1368829617453232128
1478,성별,1368911301292949514
1479,성별,1368776416469295105
1480,성별,1368588060909182978
1481,성별,1368743868523368450
1482,성별,1368609021507162112
1483,성별,1368694025977405442
1484,성별,1368749683451949058
1485,성별,1368816810066276354
1486,성별,1368848116196118534
1487,성별,1368592644050350081
1488,성별,1368797311216754688
1489,성별,1368591206133895174
1490,성별,1368583440832942081
1491,성별,1368739447093620736
1492,성별,1368586666634473476
1493,성별,1368743077322498049
1494,성별,1368782660202426371
1495,성별,1368828281206632453
1496,성별,1368771485247041537
1497,성별,1368841978276765698
1498,성별,1368752451445125121
1499,성별,1368711805229432833
1500,성별,1368702289842630657
1501,성별,1368580987014193154
1502,성별,1368781659357601792
1503,성별,1368582470032007173
1504,성별,1368784348527304711
1505,성별,1368767808461361152
1506,성별,1368826797987483652
1507,성별,1368603342843252738
1508,성별,1368752125488947201
1509,성별,1368583533317431297
1510,성별,1368926282776342528
1511,성별,1368609571820892160
1512,성별,1368820226494631942
1513,성별,1368799417453604865
1514,성별,1368597710320766983
1515,성별,1368821891587219460
1516,성별,1368746835469238274
1517,성별,1368721241469689856
1518,성별,1368584532811649027
1519,성별,1368591174894841867
1520,성별,1368604409731543040
1521,성별,1368919013934305282
1522,성별,1368718528828743680
1523,성별,1368759397220982784
1524,성별,1368584091751227393
1525,성별,1368918822338453505
1526,성별,1370962200299327488
1527,성별,1368762138760671233
1528,성별,1369076129663840257
1529,성별,1368809703061426181
1530,성별,1368773139220504576
1531,성별,1368842992556023814
1532,성별,1368754593564291074
1533,성별,1368908732583665669
1534,성별,1421434973672837131
1535,성별,1421337384403173382
1536,성별,1421375207625740294
1537,성별,1421388030640750597
1538,성별,1421514572813402114
1539,성별,1421352360773709831
1540,성별,1421353346862964737
1541,성별,1421345324925214731
1542,성별,1421376727448576002
1543,성별,1421362007421247488
1544,성별,1421323861220491265
1545,성별,1421336595324538881
1546,성별,1421365083049918466
1547,성별,1421363130899189760
1548,성별,1421397058745815041
1549,성별,1421335178979414019
1550,성별,1421315058806796291
1551,성별,1421481431071551491
1552,성별,1421314331271077890
1553,성별,1421349068333223947
1554,성별,1421356592277037062
1555,성별,1421386100908519424
1556,성별,1421341104448835584
1557,성별,1421390425177280514
1558,성별,1421395151956561922
1559,성별,1421320513054416903
1560,성별,1421353597409714179
1561,성별,1421322246157524996
1562,성별,1421349881931726851
1563,성별,1421373342167179267
1564,성별,1421707599288750084
1565,성별,1421361144229294082
1566,성별,1421333583973650436
1567,성별,1421390961188294665
1568,성별,1421322946438602752
1569,성별,1421346701021835264
1570,성별,1421364452335579136
1571,성별,1421357176216379397
1572,성별,1421313669502099457
1573,성별,1421316488108003329
1574,성별,1421353252159774726
1575,성별,1421331986472325121
1576,성별,1421351667803443201
1577,성별,1421389304761249792
1578,성별,1421324621408657413
1579,성별,1421364077373181954
1580,성별,1421339738091376640
1581,성별,1421354798033489927
1582,성별,1421366838005354505
1583,성별,1421335003699372033
1584,성별,1421395271716524035
1585,성별,1421335832170954755
1586,성별,1421341984829046792
1587,성별,1421346184942145540
1588,성별,1421341230319894532
1589,성별,1421373940715311104
1590,성별,1421488726090293249
1591,성별,1421461418973437954
1592,성별,1421388671857561601
1593,성별,1421380515160940547
1594,성별,1421384333999304712
1595,성별,1421334482636967939
1596,성별,1421367804503023623
1597,성별,1421312087599374342
1598,성별,1421440694627946510
1599,성별,1421395592509489154
1600,성별,1421346751760400389
1601,성별,1421343952406413316
1602,성별,1421346881980882945
1603,성별,1421349039317024770
1604,성별,1421338515900538881
1605,성별,1421338430085091330
1606,성별,1421405373857103876
1607,성별,1421412556367810562
1608,성별,1421370442942533633
1609,성별,1421344433740697605
1610,성별,1421383243052445697
1611,성별,1421338579179954179
1612,성별,1421371911792037891
1613,성별,1421314811434995712
1614,성별,1421349134158630914
1615,성별,1421362998166257674
1616,성별,1421341058370215940
1617,성별,1421339553994969092
1618,성별,1421324239622135812
1619,성별,1421346253670010884
1620,성별,1421339221021708289
1621,성별,1421462557705965576
1622,성별,1421395004887470082
1623,성별,1421342263498604548
1624,성별,1421340755176554500
1625,성별,1421388842850951170
1626,성별,1421313662929707011
1627,성별,1421314647026667524
1628,성별,1421347293597343744
1629,성별,1421386152309706755
1630,성별,1421335168715919362
1631,성별,1421347736222244866
1632,성별,1421322483718791170
1633,성별,1423440700943650817
1634,성별,1421342224223141892
1635,성별,1421368615324971013
1636,성별,1421361824688078854
1637,성별,1421366567900614659
1638,성별,1421315345487257603
1639,성별,1421371224240771074
1640,성별,1421343348359503875
1641,성별,1421361096779173891
1642,성별,1421355216348188677
1643,성별,1421344480779661314
1644,성별,1420730643999203328
1645,성별,1421417324318380033
1646,성별,1421388771996495875
1647,성별,1421367818788818946
1648,성별,1421432924449087488
1649,성별,1421395036315406339
1650,성별,1421355499715383299
1651,성별,1421337098993299457
1652,성별,1421393077550292996
1653,성별,1421393101118001155
1654,성별,1421433681017667584
1655,성별,1421366440939061250
1656,성별,1421697580673634307
1657,성별,1420704337467088900
1658,성별,1421356385892134914
1659,성별,1421335239897481224
1660,성별,1421339218710732801
1661,성별,1421352974257823744
1662,성별,1421667266710540291
1663,성별,1421497075598991360
1664,인종/국가,1372313261677318147
1665,인종/국가,1372297612871692288
1666,인종/국가,1372300742812262400
1667,인종/국가,1372291441255448576
1668,인종/국가,1372318944111992834
1669,인종/국가,1372332619833036801
1670,인종/국가,1372328661471293440
1671,인종/국가,1372272367083216896
1672,인종/국가,1373229321930764298
1673,인종/국가,1373182245641486338
1674,인종/국가,1373439794068422656
1675,인종/국가,1377408095907803138
1676,인종/국가,1381221887993282562
1677,인종/국가,1381390696913891328
1678,인종/국가,1381391369449574401
1679,인종/국가,1381389244212518915
1680,인종/국가,1381372115631308802
1681,인종/국가,1381331072433016834
1682,인종/국가,1381279685397639170
1683,인종/국가,1381394607511076865
1684,인종/국가,1381273522597584897
1685,인종/국가,1381328330071232516
1686,인종/국가,1381382320221876226
1687,인종/국가,1381378533792964609
1688,인종/국가,1381273096707919874
1689,인종/국가,1381433816468783105
1690,인종/국가,1381427566423117826
1691,인종/국가,1381427126356697089
1692,인종/국가,1381490011787288577
1693,인종/국가,1381402701842374658
1694,인종/국가,1381400044977332226
1695,인종/국가,1381417413862846464
1696,인종/국가,1381743829443731456
1697,인종/국가,1381434731829493766
1698,인종/국가,1381495493319028736
1699,인종/국가,1381403012829089794
1700,인종/국가,1381422448990560258
1701,인종/국가,1381426409730580486
1702,인종/국가,1381507360401723392
1703,인종/국가,1381415802016948225
1704,인종/국가,1381441533430259713
1705,인종/국가,1381750620999217153
1706,인종/국가,1381448449510449153
1707,인종/국가,1381508247966769154
1708,인종/국가,1381517544331255808
1709,인종/국가,1381429070777311233
1710,인종/국가,1381400944840040448
1711,인종/국가,1381426919145496578
1712,인종/국가,1381436953539747840
1713,인종/국가,1381435436925558784
1714,인종/국가,1381405318219894785
1715,인종/국가,1381489785110364160
1716,인종/국가,1381409545478565888
1717,인종/국가,1381433744737759232
1718,인종/국가,1381409912958320643
1719,인종/국가,1381396645930172418
1720,인종/국가,1381450453439803392
1721,인종/국가,1381470612615430146
1722,인종/국가,1381700269914869760
1723,인종/국가,1381403256128086017
1724,인종/국가,1381408227791925264
1725,인종/국가,1381448244413128707
1726,인종/국가,1381452761921843201
1727,인종/국가,1381430540906074112
1728,인종/국가,1381439831654326272
1729,인종/국가,1381502499597688839
1730,인종/국가,1381461259439243264
1731,인종/국가,1381877286333390852
1732,인종/국가,1381932832516239363
1733,인종/국가,1381850518427852803
1734,인종/국가,1381788112985206784
1735,인종/국가,1381798251519561733
1736,인종/국가,1382238460342276104
1737,인종/국가,1384394448944070656
1738,인종/국가,1405214795150684161
1739,인종/국가,1405272899116695552
1740,인종/국가,1405453469981372419
1741,인종/국가,1267587320917573632
1742,인종/국가,1267601926679523328
1743,인종/국가,1267599843150589952
1744,인종/국가,1267603806977576960
1745,인종/국가,1267723029322190848
1746,인종/국가,1267778677439229952
1747,인종/국가,1267734052884213760
1748,인종/국가,1267711660187254784
1749,인종/국가,1267693517700136960
1750,인종/국가,1267688809791025158
1751,인종/국가,1267592755686936578
1752,인종/국가,1267552523088359426
1753,인종/국가,1267708136787337219
1754,인종/국가,1267752670153990145
1755,인종/국가,1267689545761320966
1756,인종/국가,1267683972374360064
1757,인종/국가,1267573270980616194
1758,인종/국가,1267606799860903937
1759,인종/국가,1267600573978890241
1760,인종/국가,1267688970810359809
1761,인종/국가,1267725104839983104
1762,인종/국가,1267747053108518913
1763,인종/국가,1267565754657828866
1764,인종/국가,1267740246654898177
1765,인종/국가,1267592817209036800
1766,인종/국가,1267709652931756033
1767,인종/국가,1267687961325268997
1768,인종/국가,1267013068334100482
1769,인종/국가,1267695996206604288
1770,인종/국가,1267687909022486528
1771,인종/국가,1266549227557011462
1772,인종/국가,1267054186933260295
1773,인종/국가,1269940548141330432
1774,인종/국가,1268502034887524352
1775,인종/국가,1267819602987200512
1776,인종/국가,1267732254345687040
1777,인종/국가,1267732389737803776
1778,인종/국가,1267984488191201280
1779,인종/국가,1289135399361581056
1780,인종/국가,1266053391777579009
1781,인종/국가,1267368696474775553
1782,인종/국가,1266967154894635008
1783,인종/국가,1268451000865587200
1784,인종/국가,1268501101516472325
1785,인종/국가,1268430327476883456
1786,인종/국가,1267733646045114374
1787,인종/국가,1268552304673861637
1788,인종/국가,1268456003646844928
1789,인종/국가,1268481991608942594
1790,인종/국가,1268497048275386368
1791,인종/국가,1268497125534400512
1792,인종/국가,1268423808823648256
1793,인종/국가,1268468875303112704
1794,인종/국가,1268441244373413889
1795,인종/국가,1268455815599386625
1796,인종/국가,1267696410998104064
1797,인종/국가,1267284046188384258
1798,인종/국가,1267753015244500992
1799,인종/국가,1267286514821562368
1800,인종/국가,1268634905153433602
1801,인종/국가,1268462973795700737
1802,인종/국가,1291993062948737025
1803,인종/국가,1269561026673967104
1804,인종/국가,1268339719500423169
1805,인종/국가,1267294383449296897
1806,인종/국가,1268352052196851712
1807,인종/국가,1267712306177167361
1808,인종/국가,1268425217774215168
1809,인종/국가,1268469245697900545
